trace_name,source_id,source_origin_time,source_latitude_deg,source_longitude_deg,source_depth_km,station_code,trace_p_arrival_time,trace_s_arrival_time
6992c35f-ff72-40df-a8ff-1789ba666c05_TJTJ,6992c35f-ff72-40df-a8ff-1789ba666c05,2020-08-12T22:15:17.685000Z,-77.293876,-100.482228,3.07,TJTJ,,2020-08-12T22:15:19.268618Z
2b2ab3b5-d7f6-4792-bc37-81a3a54c98b7_DEEJ,2b2ab3b5-d7f6-4792-bc37-81a3a54c98b7,2020-08-14T00:14:24.785000Z,-77.280727,-100.311226,2.86,DEEJ,,2020-08-14T00:14:26.286353Z
2b2ab3b5-d7f6-4792-bc37-81a3a54c98b7_TJTJ,2b2ab3b5-d7f6-4792-bc37-81a3a54c98b7,2020-08-14T00:14:24.785000Z,-77.280727,-100.311226,2.86,TJTJ,2020-08-14T00:14:26.204782Z,
ccb33e72-9e3a-4a73-ba6e-def9f196c5a4_TJTJ,ccb33e72-9e3a-4a73-ba6e-def9f196c5a4,2020-08-14T00:45:20.865000Z,-77.294324,-100.482234,3.14,TJTJ,,2020-08-14T00:45:22.442006Z
ccb33e72-9e3a-4a73-ba6e-def9f196c5a4_OTIS,ccb33e72-9e3a-4a73-ba6e-def9f196c5a4,2020-08-14T00:45:20.865000Z,-77.294324,-100.482234,3.14,OTIS,2020-08-14T00:45:22.340948Z,
d6c041e4-925f-455a-a38a-b352195ed17b_TJTJ,d6c041e4-925f-455a-a38a-b352195ed17b,2020-08-14T02:37:23.330000Z,-77.294101,-100.481213,3.13,TJTJ,,2020-08-14T02:37:24.906963Z
d6c041e4-925f-455a-a38a-b352195ed17b_OTIS,d6c041e4-925f-455a-a38a-b352195ed17b,2020-08-14T02:37:23.330000Z,-77.294101,-100.481213,3.13,OTIS,2020-08-14T02:37:24.809572Z,
56d246c5-202e-4747-b95d-c928924ed028_TJTJ,56d246c5-202e-4747-b95d-c928924ed028,2020-08-14T04:44:00.795000Z,-77.294101,-100.481213,3.13,TJTJ,,2020-08-14T04:44:02.370711Z
56d246c5-202e-4747-b95d-c928924ed028_OTIS,56d246c5-202e-4747-b95d-c928924ed028,2020-08-14T04:44:00.795000Z,-77.294101,-100.481213,3.13,OTIS,2020-08-14T04:44:02.269730Z,
980b3aac-0b27-428d-95ee-2ea98ff439a8_TJTJ,980b3aac-0b27-428d-95ee-2ea98ff439a8,2020-08-16T22:29:50.015000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-08-16T22:29:51.599385Z
980b3aac-0b27-428d-95ee-2ea98ff439a8_OTIS,980b3aac-0b27-428d-95ee-2ea98ff439a8,2020-08-16T22:29:50.015000Z,-77.294101,-100.481213,3.14,OTIS,2020-08-16T22:29:51.498117Z,
201b69dc-0bce-4795-b80c-8b1cc4a2542e_TJTJ,201b69dc-0bce-4795-b80c-8b1cc4a2542e,2020-07-12T19:36:15.470000Z,-77.297886,-100.510792,3.26,TJTJ,,2020-07-12T19:36:17.170243Z
18524ffc-7574-46fd-8460-c87b4f3a1ae4_TJTJ,18524ffc-7574-46fd-8460-c87b4f3a1ae4,2020-07-12T20:16:48.045000Z,-77.297886,-100.510792,3.24,TJTJ,,2020-07-12T20:16:49.739951Z
18524ffc-7574-46fd-8460-c87b4f3a1ae4_OTIS,18524ffc-7574-46fd-8460-c87b4f3a1ae4,2020-07-12T20:16:48.045000Z,-77.297886,-100.510792,3.24,OTIS,2020-07-12T20:16:49.447169Z,
f2338b3d-428f-4e45-9dd2-4281cfce1430_TJTJ,f2338b3d-428f-4e45-9dd2-4281cfce1430,2020-07-13T01:51:43.300000Z,-77.297663,-100.50977,3.25,TJTJ,2020-07-13T01:51:44.170816Z,2020-07-13T01:51:44.996857Z
f2338b3d-428f-4e45-9dd2-4281cfce1430_OTIS,f2338b3d-428f-4e45-9dd2-4281cfce1430,2020-07-13T01:51:43.300000Z,-77.297663,-100.50977,3.25,OTIS,2020-07-13T01:51:44.703539Z,
94f15a83-1f90-4991-bdb5-f7b33370c380_TJTJ,94f15a83-1f90-4991-bdb5-f7b33370c380,2020-07-13T03:17:49.705000Z,-77.29811,-100.510796,3.25,TJTJ,,2020-07-13T03:17:51.418495Z
94f15a83-1f90-4991-bdb5-f7b33370c380_OTIS,94f15a83-1f90-4991-bdb5-f7b33370c380,2020-07-13T03:17:49.705000Z,-77.29811,-100.510796,3.25,OTIS,2020-07-13T03:17:51.124539Z,
592c685b-82ad-4021-ab1d-e91172fa1fda_TJTJ,592c685b-82ad-4021-ab1d-e91172fa1fda,2020-07-13T04:01:59.765000Z,-77.297886,-100.510792,3.26,TJTJ,,2020-07-13T04:02:01.479356Z
592c685b-82ad-4021-ab1d-e91172fa1fda_OTIS,592c685b-82ad-4021-ab1d-e91172fa1fda,2020-07-13T04:01:59.765000Z,-77.297886,-100.510792,3.26,OTIS,2020-07-13T04:02:01.182957Z,
2fac2b7b-0df5-4843-90a7-af00ad0cdf2f_TJTJ,2fac2b7b-0df5-4843-90a7-af00ad0cdf2f,2020-07-13T05:13:23.570000Z,-77.297662,-100.510789,3.25,TJTJ,,2020-07-13T05:13:25.281042Z
2fac2b7b-0df5-4843-90a7-af00ad0cdf2f_OTIS,2fac2b7b-0df5-4843-90a7-af00ad0cdf2f,2020-07-13T05:13:23.570000Z,-77.297662,-100.510789,3.25,OTIS,2020-07-13T05:13:24.987130Z,
6a7f98f6-4465-4f01-87af-dc821d7c7374_TJTJ,6a7f98f6-4465-4f01-87af-dc821d7c7374,2020-07-13T06:21:13.780000Z,-77.298111,-100.509778,3.26,TJTJ,,2020-07-13T06:21:15.492625Z
6a7f98f6-4465-4f01-87af-dc821d7c7374_OTIS,6a7f98f6-4465-4f01-87af-dc821d7c7374,2020-07-13T06:21:13.780000Z,-77.298111,-100.509778,3.26,OTIS,2020-07-13T06:21:15.200199Z,
82227095-03f0-455a-82cf-3854b9783077_TJTJ,82227095-03f0-455a-82cf-3854b9783077,2020-07-13T07:09:09.735000Z,-77.297663,-100.50977,3.26,TJTJ,,2020-07-13T07:09:11.448378Z
82227095-03f0-455a-82cf-3854b9783077_OTIS,82227095-03f0-455a-82cf-3854b9783077,2020-07-13T07:09:09.735000Z,-77.297663,-100.50977,3.26,OTIS,2020-07-13T07:09:11.155559Z,
6e85ee5d-5a34-462f-b974-561943c2358a_TJTJ,6e85ee5d-5a34-462f-b974-561943c2358a,2020-07-13T08:24:44.835000Z,-77.297663,-100.50977,3.32,TJTJ,,2020-07-13T08:24:46.570652Z
6e85ee5d-5a34-462f-b974-561943c2358a_OTIS,6e85ee5d-5a34-462f-b974-561943c2358a,2020-07-13T08:24:44.835000Z,-77.297663,-100.50977,3.32,OTIS,2020-07-13T08:24:46.268355Z,
8dcf07ed-aa53-439c-98df-e4bc465b0c07_TJTJ,8dcf07ed-aa53-439c-98df-e4bc465b0c07,2020-07-13T11:55:56.735000Z,-77.297662,-100.510789,3.26,TJTJ,2020-07-13T11:55:57.624018Z,2020-07-13T11:55:58.447955Z
8dcf07ed-aa53-439c-98df-e4bc465b0c07_OTIS,8dcf07ed-aa53-439c-98df-e4bc465b0c07,2020-07-13T11:55:56.735000Z,-77.297662,-100.510789,3.26,OTIS,2020-07-13T11:55:58.154727Z,
2a15ba1f-99d6-4ceb-9c6f-5c40803e65d7_TJTJ,2a15ba1f-99d6-4ceb-9c6f-5c40803e65d7,2020-07-16T15:51:24.955000Z,-77.293876,-100.482228,3.07,TJTJ,,2020-07-16T15:51:26.544003Z
7f53c00d-14bc-4bf5-bd71-11979cbb27cd_TJTJ,7f53c00d-14bc-4bf5-bd71-11979cbb27cd,2020-07-16T18:00:20.690000Z,-77.2941,-100.482231,3.15,TJTJ,,2020-07-16T18:00:22.276787Z
8deaf378-7307-4223-9e51-354f8023e2d8_TJTJ,8deaf378-7307-4223-9e51-354f8023e2d8,2020-07-16T19:10:30.510000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-16T19:10:32.099454Z
8b117554-3280-4f05-8cfe-9d8a6a8a01ef_TJTJ,8b117554-3280-4f05-8cfe-9d8a6a8a01ef,2020-07-16T19:58:01.365000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-16T19:58:02.947618Z
59fb9d6b-4d4f-4bd7-9478-3ee20eb3751f_TJTJ,59fb9d6b-4d4f-4bd7-9478-3ee20eb3751f,2020-07-16T20:28:55.890000Z,-77.294101,-100.481213,3.13,TJTJ,,2020-07-16T20:28:57.481666Z
ac8dc0fe-5e98-4180-9908-7dbb65b99446_TJTJ,ac8dc0fe-5e98-4180-9908-7dbb65b99446,2020-07-16T22:08:59.985000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-16T22:09:01.576089Z
926d911a-277d-47c3-b3ff-9f98c9e49866_TJTJ,926d911a-277d-47c3-b3ff-9f98c9e49866,2020-07-16T23:14:21.840000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-16T23:14:23.430162Z
ffec101b-330b-4c29-82dc-379a4d667dee_LILA,ffec101b-330b-4c29-82dc-379a4d667dee,2020-07-17T00:14:44.890000Z,-77.294101,-100.481213,3.14,LILA,2020-07-17T00:14:46.542437Z,
ffec101b-330b-4c29-82dc-379a4d667dee_TJTJ,ffec101b-330b-4c29-82dc-379a4d667dee,2020-07-17T00:14:44.890000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-17T00:14:46.479981Z
ffec101b-330b-4c29-82dc-379a4d667dee_OTIS,ffec101b-330b-4c29-82dc-379a4d667dee,2020-07-17T00:14:44.890000Z,-77.294101,-100.481213,3.14,OTIS,2020-07-17T00:14:46.372246Z,
0476fe4e-1ece-4e23-8594-7f45ecb1721e_TJTJ,0476fe4e-1ece-4e23-8594-7f45ecb1721e,2020-07-17T01:27:26.535000Z,-77.294101,-100.481213,3.15,TJTJ,,2020-07-17T01:27:28.131155Z
0476fe4e-1ece-4e23-8594-7f45ecb1721e_OTIS,0476fe4e-1ece-4e23-8594-7f45ecb1721e,2020-07-17T01:27:26.535000Z,-77.294101,-100.481213,3.15,OTIS,2020-07-17T01:27:28.024507Z,
950e5098-b5df-4163-b714-c714941f3ced_TJTJ,950e5098-b5df-4163-b714-c714941f3ced,2020-07-17T02:26:09.570000Z,-77.294101,-100.481213,3.13,TJTJ,,2020-07-17T02:26:11.151674Z
313770e9-b8c1-458f-a599-4bab3f580f80_DEEJ,313770e9-b8c1-458f-a599-4bab3f580f80,2020-07-17T03:23:43.085000Z,-77.2941,-100.482231,3.14,DEEJ,2020-07-17T03:23:44.598190Z,
313770e9-b8c1-458f-a599-4bab3f580f80_TJTJ,313770e9-b8c1-458f-a599-4bab3f580f80,2020-07-17T03:23:43.085000Z,-77.2941,-100.482231,3.14,TJTJ,,2020-07-17T03:23:44.677193Z
b043097f-448d-4045-8e70-f93d2ff3882d_TJTJ,b043097f-448d-4045-8e70-f93d2ff3882d,2020-07-17T04:23:42.850000Z,-77.293876,-100.482228,3.14,TJTJ,,2020-07-17T04:23:44.435393Z
35de8296-cd81-4da3-a745-dfb373eb9338_TJTJ,35de8296-cd81-4da3-a745-dfb373eb9338,2020-07-17T18:18:20.740000Z,-77.293876,-100.482228,3.14,TJTJ,,2020-07-17T18:18:22.345568Z
b5d0d2f4-5082-43fe-842f-0c713c021566_TJTJ,b5d0d2f4-5082-43fe-842f-0c713c021566,2020-07-18T01:02:10.860000Z,-77.294101,-100.481213,3.15,TJTJ,,2020-07-18T01:02:12.445192Z
94fc8a28-c52b-46c2-8a31-863d317d4387_TJTJ,94fc8a28-c52b-46c2-8a31-863d317d4387,2020-07-18T01:30:53.100000Z,-77.294101,-100.481213,3.13,TJTJ,,2020-07-18T01:30:54.697278Z
94fc8a28-c52b-46c2-8a31-863d317d4387_OTIS,94fc8a28-c52b-46c2-8a31-863d317d4387,2020-07-18T01:30:53.100000Z,-77.294101,-100.481213,3.13,OTIS,2020-07-18T01:30:54.590064Z,
4093113c-8695-4516-b65f-4acd3757a2c4_TJTJ,4093113c-8695-4516-b65f-4acd3757a2c4,2020-07-19T20:32:02.790000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-19T20:32:04.375014Z
4093113c-8695-4516-b65f-4acd3757a2c4_OTIS,4093113c-8695-4516-b65f-4acd3757a2c4,2020-07-19T20:32:02.790000Z,-77.293877,-100.48121,3.14,OTIS,2020-07-19T20:32:04.269882Z,
02d6de08-5e50-4e41-9847-ed9524fa2db2_TJTJ,02d6de08-5e50-4e41-9847-ed9524fa2db2,2020-07-19T21:38:39.955000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-19T21:38:41.536655Z
02d6de08-5e50-4e41-9847-ed9524fa2db2_OTIS,02d6de08-5e50-4e41-9847-ed9524fa2db2,2020-07-19T21:38:39.955000Z,-77.293877,-100.48121,3.14,OTIS,2020-07-19T21:38:41.431054Z,
97db3229-e5fa-443f-9271-1f4418e3a424_TJTJ,97db3229-e5fa-443f-9271-1f4418e3a424,2020-07-19T22:08:02.075000Z,-77.297887,-100.509774,3.26,TJTJ,,2020-07-19T22:08:03.784541Z
97db3229-e5fa-443f-9271-1f4418e3a424_OTIS,97db3229-e5fa-443f-9271-1f4418e3a424,2020-07-19T22:08:02.075000Z,-77.297887,-100.509774,3.26,OTIS,2020-07-19T22:08:03.495173Z,
7d297ca6-fa8d-40b4-adcb-6d86c6a9d35e_TJTJ,7d297ca6-fa8d-40b4-adcb-6d86c6a9d35e,2020-07-19T22:14:52.520000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-19T22:14:54.115133Z
7d297ca6-fa8d-40b4-adcb-6d86c6a9d35e_OTIS,7d297ca6-fa8d-40b4-adcb-6d86c6a9d35e,2020-07-19T22:14:52.520000Z,-77.294101,-100.481213,3.14,OTIS,2020-07-19T22:14:54.007762Z,
c1203cae-410a-4a92-b471-5654002683a1_TJTJ,c1203cae-410a-4a92-b471-5654002683a1,2020-07-19T22:37:29.310000Z,-77.297664,-100.508752,3.27,TJTJ,2020-07-19T22:37:30.199813Z,2020-07-19T22:37:31.023570Z
c1203cae-410a-4a92-b471-5654002683a1_OTIS,c1203cae-410a-4a92-b471-5654002683a1,2020-07-19T22:37:29.310000Z,-77.297664,-100.508752,3.27,OTIS,2020-07-19T22:37:30.730732Z,
1053c303-5751-40a9-ae69-fdf320e75d51_TJTJ,1053c303-5751-40a9-ae69-fdf320e75d51,2020-07-20T08:32:01.925000Z,-77.2941,-100.482231,3.15,TJTJ,,2020-07-20T08:32:03.518733Z
55705ec6-c152-46ee-904e-15d11b8f5878_TJTJ,55705ec6-c152-46ee-904e-15d11b8f5878,2020-07-20T13:46:25.965000Z,-77.293877,-100.48121,3.16,TJTJ,,2020-07-20T13:46:27.555325Z
112af55a-df48-46f0-9d48-5114b96c60f4_TJTJ,112af55a-df48-46f0-9d48-5114b96c60f4,2020-07-20T14:19:53.975000Z,-77.2941,-100.482231,3.15,TJTJ,,2020-07-20T14:19:55.563901Z
27eb226b-2583-4ef6-9415-20a4b5614d34_TJTJ,27eb226b-2583-4ef6-9415-20a4b5614d34,2020-07-20T15:04:17.265000Z,-77.293877,-100.48121,3.15,TJTJ,,2020-07-20T15:04:18.864269Z
f1893721-19b9-440e-b3b0-34067f6b7ebc_TJTJ,f1893721-19b9-440e-b3b0-34067f6b7ebc,2020-07-20T15:56:07.335000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-20T15:56:08.921955Z
f1893721-19b9-440e-b3b0-34067f6b7ebc_OTIS,f1893721-19b9-440e-b3b0-34067f6b7ebc,2020-07-20T15:56:07.335000Z,-77.293877,-100.48121,3.14,OTIS,2020-07-20T15:56:08.817092Z,
2b12e51c-f187-409b-8a7d-ae82eed677ef_TJTJ,2b12e51c-f187-409b-8a7d-ae82eed677ef,2020-07-20T18:47:54.505000Z,-77.293877,-100.48121,3.15,TJTJ,,2020-07-20T18:47:56.101502Z
637caafc-f43b-40fa-b922-50735abb2205_TJTJ,637caafc-f43b-40fa-b922-50735abb2205,2020-07-20T19:36:53.665000Z,-77.293876,-100.482228,3.15,TJTJ,,2020-07-20T19:36:55.251829Z
637caafc-f43b-40fa-b922-50735abb2205_OTIS,637caafc-f43b-40fa-b922-50735abb2205,2020-07-20T19:36:53.665000Z,-77.293876,-100.482228,3.15,OTIS,2020-07-20T19:36:55.138689Z,
813cfdfc-7af9-4a04-967a-394fc533654a_TJTJ,813cfdfc-7af9-4a04-967a-394fc533654a,2020-07-20T20:29:51.960000Z,-77.294101,-100.481213,3.15,TJTJ,,2020-07-20T20:29:53.543327Z
813cfdfc-7af9-4a04-967a-394fc533654a_OTIS,813cfdfc-7af9-4a04-967a-394fc533654a,2020-07-20T20:29:51.960000Z,-77.294101,-100.481213,3.15,OTIS,2020-07-20T20:29:53.434609Z,
ebf85a85-424d-4789-92af-116f1c374e88_TJTJ,ebf85a85-424d-4789-92af-116f1c374e88,2020-07-20T21:32:03.250000Z,-77.294101,-100.481213,3.15,TJTJ,,2020-07-20T21:32:04.832658Z
ebf85a85-424d-4789-92af-116f1c374e88_OTIS,ebf85a85-424d-4789-92af-116f1c374e88,2020-07-20T21:32:03.250000Z,-77.294101,-100.481213,3.15,OTIS,2020-07-20T21:32:04.724382Z,
e7368b10-f5a6-4716-8fb7-50c7628a9a26_TJTJ,e7368b10-f5a6-4716-8fb7-50c7628a9a26,2020-07-20T22:32:35.650000Z,-77.293877,-100.48121,3.15,TJTJ,,2020-07-20T22:32:37.250031Z
e7368b10-f5a6-4716-8fb7-50c7628a9a26_OTIS,e7368b10-f5a6-4716-8fb7-50c7628a9a26,2020-07-20T22:32:35.650000Z,-77.293877,-100.48121,3.15,OTIS,2020-07-20T22:32:37.139252Z,
fe0b53c9-f048-434e-bbfe-6e6062c56b65_TJTJ,fe0b53c9-f048-434e-bbfe-6e6062c56b65,2020-07-20T23:32:28.905000Z,-77.293876,-100.482228,3.15,TJTJ,,2020-07-20T23:32:30.503926Z
fe0b53c9-f048-434e-bbfe-6e6062c56b65_OTIS,fe0b53c9-f048-434e-bbfe-6e6062c56b65,2020-07-20T23:32:28.905000Z,-77.293876,-100.482228,3.15,OTIS,2020-07-20T23:32:30.393836Z,
5092b62a-a7f6-4466-bb3f-97459b2e1c48_TJTJ,5092b62a-a7f6-4466-bb3f-97459b2e1c48,2020-07-21T00:33:58.155000Z,-77.293877,-100.48121,3.15,TJTJ,,2020-07-21T00:33:59.740717Z
5092b62a-a7f6-4466-bb3f-97459b2e1c48_OTIS,5092b62a-a7f6-4466-bb3f-97459b2e1c48,2020-07-21T00:33:58.155000Z,-77.293877,-100.48121,3.15,OTIS,2020-07-21T00:33:59.633729Z,
dc7c68f2-e0e9-49c8-b06a-dedf7f5a6eb6_TJTJ,dc7c68f2-e0e9-49c8-b06a-dedf7f5a6eb6,2020-07-21T01:47:35.355000Z,-77.293877,-100.48121,3.15,TJTJ,,2020-07-21T01:47:36.946043Z
dc7c68f2-e0e9-49c8-b06a-dedf7f5a6eb6_OTIS,dc7c68f2-e0e9-49c8-b06a-dedf7f5a6eb6,2020-07-21T01:47:35.355000Z,-77.293877,-100.48121,3.15,OTIS,2020-07-21T01:47:36.837914Z,
c5d3af13-28fd-4850-97aa-9e8788e82992_TJTJ,c5d3af13-28fd-4850-97aa-9e8788e82992,2020-07-23T15:06:09.355000Z,-77.294324,-100.482234,3.15,TJTJ,,2020-07-23T15:06:10.947093Z
158bc88c-c3fb-48f6-b156-e82182aac1f2_TJTJ,158bc88c-c3fb-48f6-b156-e82182aac1f2,2020-07-23T16:03:01.045000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-23T16:03:02.634385Z
158bc88c-c3fb-48f6-b156-e82182aac1f2_OTIS,158bc88c-c3fb-48f6-b156-e82182aac1f2,2020-07-23T16:03:01.045000Z,-77.294101,-100.481213,3.14,OTIS,2020-07-23T16:03:02.527397Z,
2ae7906e-1c6c-46a6-8502-ced2811eef75_TJTJ,2ae7906e-1c6c-46a6-8502-ced2811eef75,2020-07-23T17:08:16.185000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-23T17:08:17.765982Z
2ae7906e-1c6c-46a6-8502-ced2811eef75_OTIS,2ae7906e-1c6c-46a6-8502-ced2811eef75,2020-07-23T17:08:16.185000Z,-77.294101,-100.481213,3.14,OTIS,2020-07-23T17:08:17.661269Z,
58d9c8eb-9099-40b9-b125-09d63431ace1_TJTJ,58d9c8eb-9099-40b9-b125-09d63431ace1,2020-07-23T18:09:51.440000Z,-77.294101,-100.481213,3.15,TJTJ,,2020-07-23T18:09:53.027185Z
58d9c8eb-9099-40b9-b125-09d63431ace1_OTIS,58d9c8eb-9099-40b9-b125-09d63431ace1,2020-07-23T18:09:51.440000Z,-77.294101,-100.481213,3.15,OTIS,2020-07-23T18:09:52.920354Z,
96434817-8321-4eab-93e0-a0ebd6e881fe_TJTJ,96434817-8321-4eab-93e0-a0ebd6e881fe,2020-07-23T19:08:29.540000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-23T19:08:31.128336Z
96434817-8321-4eab-93e0-a0ebd6e881fe_OTIS,96434817-8321-4eab-93e0-a0ebd6e881fe,2020-07-23T19:08:29.540000Z,-77.293877,-100.48121,3.14,OTIS,2020-07-23T19:08:31.023104Z,
0c8a7f03-ef52-4fd7-87fa-f78a567d9acf_TJTJ,0c8a7f03-ef52-4fd7-87fa-f78a567d9acf,2020-07-23T20:17:44.100000Z,-77.294101,-100.481213,3.15,TJTJ,,2020-07-23T20:17:45.687016Z
0c8a7f03-ef52-4fd7-87fa-f78a567d9acf_OTIS,0c8a7f03-ef52-4fd7-87fa-f78a567d9acf,2020-07-23T20:17:44.100000Z,-77.294101,-100.481213,3.15,OTIS,2020-07-23T20:17:45.578637Z,
87851b02-8a4f-4b1e-95d0-daddb483de4b_TJTJ,87851b02-8a4f-4b1e-95d0-daddb483de4b,2020-07-23T22:08:33.355000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-23T22:08:34.939098Z
87851b02-8a4f-4b1e-95d0-daddb483de4b_OTIS,87851b02-8a4f-4b1e-95d0-daddb483de4b,2020-07-23T22:08:33.355000Z,-77.293877,-100.48121,3.14,OTIS,2020-07-23T22:08:34.833375Z,
a516be7e-ead5-454f-9cea-db780d7ef55e_TJTJ,a516be7e-ead5-454f-9cea-db780d7ef55e,2020-07-23T23:30:20.505000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-23T23:30:22.089022Z
a516be7e-ead5-454f-9cea-db780d7ef55e_OTIS,a516be7e-ead5-454f-9cea-db780d7ef55e,2020-07-23T23:30:20.505000Z,-77.294101,-100.481213,3.14,OTIS,2020-07-23T23:30:21.983590Z,
77aeda88-e5f6-4308-88e6-b805287cbad2_TJTJ,77aeda88-e5f6-4308-88e6-b805287cbad2,2020-07-24T00:36:38.470000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-24T00:36:40.056088Z
77aeda88-e5f6-4308-88e6-b805287cbad2_OTIS,77aeda88-e5f6-4308-88e6-b805287cbad2,2020-07-24T00:36:38.470000Z,-77.293877,-100.48121,3.14,OTIS,2020-07-24T00:36:39.949644Z,
4aa0ea48-a923-4934-8800-17cffa0d2bb2_TJTJ,4aa0ea48-a923-4934-8800-17cffa0d2bb2,2020-07-24T02:15:11.475000Z,-77.293876,-100.482228,3.14,TJTJ,,2020-07-24T02:15:13.062770Z
4aa0ea48-a923-4934-8800-17cffa0d2bb2_OTIS,4aa0ea48-a923-4934-8800-17cffa0d2bb2,2020-07-24T02:15:11.475000Z,-77.293876,-100.482228,3.14,OTIS,2020-07-24T02:15:12.956473Z,
d14ff3e4-8518-43fa-9b93-c3cda132409a_TJTJ,d14ff3e4-8518-43fa-9b93-c3cda132409a,2020-07-24T02:58:18.815000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-24T02:58:20.402086Z
d14ff3e4-8518-43fa-9b93-c3cda132409a_OTIS,d14ff3e4-8518-43fa-9b93-c3cda132409a,2020-07-24T02:58:18.815000Z,-77.293877,-100.48121,3.14,OTIS,2020-07-24T02:58:20.296138Z,
07b016f8-6532-4b6b-b8b3-4ddf6e852e28_TJTJ,07b016f8-6532-4b6b-b8b3-4ddf6e852e28,2020-07-24T03:42:41.715000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-24T03:42:43.304706Z
07b016f8-6532-4b6b-b8b3-4ddf6e852e28_OTIS,07b016f8-6532-4b6b-b8b3-4ddf6e852e28,2020-07-24T03:42:41.715000Z,-77.294101,-100.481213,3.14,OTIS,2020-07-24T03:42:43.199300Z,
1213c059-d500-4fa0-b7e5-fadef0a8ea78_TJTJ,1213c059-d500-4fa0-b7e5-fadef0a8ea78,2020-07-24T05:07:04.415000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-24T05:07:06.002916Z
1213c059-d500-4fa0-b7e5-fadef0a8ea78_OTIS,1213c059-d500-4fa0-b7e5-fadef0a8ea78,2020-07-24T05:07:04.415000Z,-77.293877,-100.48121,3.14,OTIS,2020-07-24T05:07:05.897689Z,
